stock_exchange,corp_ticker,corp_name_listed,corp_name_local,corp_name_en,corp_id,biz_id,date_founded,date_listed,status_listing,ceo_name,addr_local,homepage,tel_no,fax_no,settle_period
K,122450,KX,(주)케이엑스이노베이션,"KX Innovation Co., Ltd.",1101112093237.0,1018163762,20001019,2011/05/25,ac,이강봉,서울특별시 강동구 고덕비즈밸리로6길 90 9층,www.kxgroup.co.kr,02-2647-1255,02-2647-1203,12
K,052900,KX하이텍,(주)케이엑스하이텍,"KX HITECH CO.,LTD",1648110010780.0,3128125747,19970305,2005/01/18,ac,강천석,충청남도 아산시  음봉면 연암율금로 330 비아이이엠티,www.kxhitech.com,(041)539-6114,041-539-6120,12
K,105330,케이엔더블유,(주)케이엔더블유,"KNW Co., Ltd.",1311110056480.0,1298139315,20010112,2009/09/29,ac,박현달,경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유,www.knwkorea.com,031-950-0200,031-950-0243,12
K,053080,케이엔솔,케이엔솔(주),"K-ENSOL CO., LTD.",1101110645353.0,3038111045,19890825,2020/09/24,ac,"구자겸, 정우현 (각자 대표이사)",충청북도 음성군 금왕읍 금율로30번길 32-10,www.k-ensol.com,02-577-9031,577-9034,12
K,199430,케이엔알시스템,(주)케이엔알시스템,KNR SYSTEMS Inc.,1348110051904.0,1248175112,20000715,2024/03/07,ac,김명한,"경기도 화성시 동탄기흥로 557 제4층 제406호 제407호 제408호 제409호 제410호 제411호 (영천동, 금강펜테",www.knrsys.com,031-330-2500,031-330-2519,12
K,432470,케이엔에스,(주)케이엔에스,"KNS CO., LTD",1348110121012.0,1248644399,20060425,2023/12/06,ac,정봉진,경기도 평택시 서탄면 서탄로 446-9 &nbsp,knssystem.com,031-663-0895,031-663-0895,12
K,058400,KNN,(주)케이엔엔,KOREA NEW NETWORK CORPORATION,1801110162585.0,6078128429,19940907,2010/11/03,ac,이오상,부산광역시 해운대구  센텀서로 30 케이엔엔타워,www.knn.co.kr,051-850-9000,070-4275-0505,12
K,272110,케이엔제이,(주)케이엔제이,"KnJ Co.,Ltd.",1348110106600.0,1248632229,20050428,2019/10/25,ac,심호섭,충청남도 아산시 음봉면 스마트산단1로 22 케이엔제이,www.knj.kr,070-7201-8512,041-534-8841,12
K,039420,케이엘넷,(주)케이엘넷,KL-Net Corp.,1101111023889.0,2208102504,19940330,2002/03/12,ac,"정지원, 전기정",서울 강남구 역삼로 155(역삼동 748-14),www.klnet.co.kr,02-538-0236,(02)538-3626,12
K,083550,케이엠,(주)케이엠,KM CORPORATION,1450110000540.0,2258101359,19890928,2005/12/20,ac,신병순,경기도 안성시 미양면 협동단지길 147-1 (주)케이엠,kmbiz.com,031-678-8814,031-678-8899,12
K,032500,케이엠더블유,(주)케이엠더블유,KMW CO. LTD.,1348110020579.0,1248125403,19880108,2000/03/21,ac,김덕용,경기도 화성시 동탄대로25길 21 -,www.kmw.co.kr,031 -370 -8600,031-376-2898,12
K,225430,케이엠제약,케이엠제약(주),"KMPHARMACEUTICAL Co.,Ltd.",1101115779909.0,4208600149,20150710,2015/10/08,ac,"강일모, 백승원(BAIK BRIAN SEUNG WON) (각자 대표)",경기도 평택시 포승읍 평택항로268번길 121 -,kmkmp.com,02-3477-8422,02-3477-8423,12
K,102370,케이옥션,(주)케이옥션,K Auction Inc.,1101113306861.0,1018617910,20050915,2022/01/24,ac,도현순,서울특별시 강남구 언주로174길 26 7층(신사동),www.k-auction.com/,02-3479-8888,02-3479-8800,12
K,068100,케이웨더,케이웨더(주),"Kweather Co., Ltd.",1101111427586.0,1108137628,19970617,2024/02/22,ac,김동식,서울특별시 구로구 디지털로26길 5 에이스하이엔드타워1차 401,www.kweather.co.kr,02-360-2200,02-360-2288,12
Y,092220,KEC,(주)케이이씨,KEC CORPORATION,1101113525750.0,1198191880,20060912,2006/10/16,ac,배석홍,서울특별시 서초구  마방로10길 5,www.kec.co.kr,02-2025-5000,054-467-3009,12
K,106080,케이이엠텍,케이이엠텍(주),KEM Tech Corp.,1350110111703.0,1348166610,20010329,2010/02/09,ac,박용직,경기도 오산시 가장산업서북로 103-40 3층,www.kem-tech.co.kr,031-8040-0500,031-8084-9633,12
K,036560,KZ정밀,케이젯정밀(주),KZ Precision Corporation,1101110342496.0,2118115683,19830120,1999/12/28,ac,"최창규, 이한성(각자대표)",서울특별시 강남구 테헤란로 419 강남파이낸스플라자 8층,www.kzpc.co.kr,02-538-0878,02-542-1485,12
K,046440,KG모빌리언스,(주)케이지모빌리언스,"KGMobilians Co., Ltd.",1101111911050.0,2208182546,20000317,2004/12/14,ac,유승용,서울특별시 중구 통일로 92 케이지타워 16층,www.mobilians.co.kr,(02)2192-2000,02-508-2240,12
K,455180,케이지에이,케이지에이(주),"KGA CO., LTD",1348110428195.0,4808100919,20171031,2025/06/17,ac,김옥태,경기도 화성시 향남읍 만년로 8-62,www.kga-i.com,031-8043-5891,,12
K,151860,KG에코솔루션,케이지에코솔루션(주),"KG Eco Solution Co., Ltd.",1101111799183.0,2148640997,19991029,2013/07/24,ac,엄기민,경기도 시흥시  소망공원로 5 (정왕동) KG ETS(주),www.kgets.co.kr,031-488-1122,031-499-1472,12
K,035600,KG이니시스,(주)케이지이니시스,"KGINICIS CO.,LTD.",1101111602667.0,2208155597,19981103,2002/11/22,ac,이선재,"서울특별시 중구 통일로 92 케이지타워 14,15층",www.inicis.com,02-1588-4954,02-3430-5998,12
Y,381970,케이카,케이카 주식회사,"K Car Co., Ltd.",1101116583490.0,7878700729,20171129,2021/10/13,ac,정인국,서울특별시 영등포구 선유로43길 27,www.kcar.com,02-754-0944,,12
Y,145270,케이탑리츠,(주)케이탑자기관리부동산투자회사,"K-TOP REITS CO.,LTD.",1101114465004.0,1078743354,20101104,2012/01/31,ac,"이명식, 조현만(각자대표이사)",서울특별시 영등포구 국제금융로 70 미원빌딩 19층 1901호,www.ktopreits.co.kr,02-783-5858,02-783-1717,12
K,089600,KT나스미디어,(주)케이티나스미디어,"kt nasmedia Co., Ltd.",1101111905516.0,2208180363,20000313,2013/07/17,ac,박평권,"서울특별시 강남구 도곡로1길 14 삼일프라자오피스텔4,5F",www.nasmedia.co.kr,02-2188-7300,02-2188-7401,12
K,418470,KT밀리의서재,(주)케이티밀리의서재,"kt millie seojae Co.,Ltd",1101116114451.0,4238800370,20160712,2023/09/27,ac,박현진,서울특별시 마포구 양화로 45 메세나폴리스 세아타워 16층,www.millie.town,070-7510-5415,02-6455-5655,12
Y,030200,케이티,(주)케이티,KT CORPORATION,1101111468754.0,1028142945,19811210,1998/12/23,ac,김영섭,경기도 성남시 분당구 불정로 90 KT 본사,www.kt.com,02-100,,12
Y,053210,케이티스카이라이프,(주)케이티스카이라이프,"KT Skylife Co.,Ltd.",1101112149436.0,1178131120,20010112,2011/06/03,ac,최영범,"서울특별시 마포구 매봉산로 758층, 9층",www.ktskylife.co.kr,02-2003-3000,2003-3299,12
Y,058850,KTcs,(주)케이티씨에스,ktcs corporation,1601110119712.0,3148142683,20010702,2010/09/16,ac,지정용,대전광역시 서구 갈마로 160,www.ktcs.co.kr,042-604-5138,042-604-5151,12
Y,058860,KTis,(주)케이티아이에스,ktis Corporation,1101112271510.0,1018171660,20010627,2010/12/17,ac,이선주,서울특별시 영등포구 여의대로 14 케이티빌딩 10층,www.ktis.co.kr,02-3215-2054,02-3215-2059,12
K,036030,케이티알파,(주)케이티알파,"kt alpha Co., Ltd.",1101110822026.0,2118179649,19911212,1999/12/24,ac,박승표,서울특별시 동작구  보라매로5길 23 삼성보라매옴니타워,www.ktalpha.com,02-1588-5668,02-3289-2060,12
Y,033780,케이티앤지,(주)케이티앤지,KT&G Corporation,1601110067804.0,3068130866,19870401,1999/10/08,ac,방경만,대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지,www.ktng.com,042-939-5000,02-3404-4670,12
K,043610,KT지니뮤직,(주)케이티지니뮤직,KT GENIE MUSIC CORPORATION,1601110024284.0,3148103453,19910207,2000/07/20,ac,Seo In Wook,"서울특별시 강남구 강남대로 456 4~9층(역삼동, 한석타워)",www.geniemusic.co.kr,02-3282-2600,02-3282-2707,12
K,064820,케이프,(주)케이프,CAPE INDUSTRIES LTD.,1801110051770.0,6218122339,19831226,2007/05/29,ac,최철은,경상남도 양산시  상북면 양산대로 1303,www.cape.co.kr,055-370-1234,055-370-1239,12
K,024880,케이피에프,(주)케이피에프,KPF,1301110010841.0,1348102988,19631031,1994/12/29,ac,"송무현, 김형노",경기도 성남시 분당구 운중로 136 판교송현타워,www.kpf.co.kr,043-849-1114,02  -818 -8779,12
K,042040,케이피엠테크,(주)케이피엠테크,"KPM TECH CO., LTD.",1301110010932.0,1348107682,19781228,2003/01/07,ac,김지훈,경기 안산시 원시동 816-2,www.kpmtech.co.kr,(031)489-4100,02-567-8002,12
K,054410,케이피티유,(주)케이피티유,"Korea Plasma Technology U Co.,Ltd",1350110047883.0,1348127602,19950809,2002/04/25,ac,박준영,경기도 화성시 정남면 괘랑2길 1,www.kpt4u.com,031-831-3000,0318313009,12
K,258610,케일럼,(주)케일럼,"CAELUM Co., Ltd.",1101114097518.0,1098617840,20090519,2017/08/22,ac,최연지,부산광역시 강서구 범방2로 6 &nbsp,www.ewkinc.co.kr,051-941-3511,051)941-3513,12
K,274090,켄코아에어로스페이스,켄코아에어로스페이스(주),Kencoa Aerospace Corporation,1954110024732.0,6138169798,20130408,2020/03/03,ac,케네스민규리,경상남도 사천시 사남면 외국기업로 152-44,www.kencoa.com,055-855-4130,0558544140,12
K,089010,켐트로닉스,(주)켐트로닉스,"CHEMTRONICSCo.,Ltd.",1311110028116.0,1298121998,19970401,2007/01/17,ac,김응수,세종특별자치시   전동면 배일길 31,www.chemtronics.co.kr,031-776-7690,031-776-7691,12
K,220260,켐트로스,(주)켐트로스,"Chemtros Co., Ltd.",1101115723120.0,8388800039,20150514,2015/07/27,ac,이동훈,경기도 안산시 단원구 능안로 7 -,chemtros.com,031-491-0653,031-491-0881,12
K,052400,코나아이,코나아이(주),"KONA I CO., LTD.",1101111521700.0,1098153365,19980311,2001/10/18,ac,조정일,서울특별시 영등포구  은행로 3 익스콘벤처타워 8층,konai.com,02-2168-7500,02-2168-7516,12
K,402030,코난테크놀로지,주식회사 코난테크놀로지,KONAN TECHNOLOGY INCORPORATION,1101111682932.0,2298137316,19990417,2022/07/07,ac,김영섬,"서울특별시 서초구 강남대로 327 6층, 7층, 9층(서울특별시 서초구 강남대로)",konantech.com,1533-1614,02-3469-8599,12
K,391710,코닉오토메이션,코닉오토메이션(주),Kornic Automation Co.Ltd.,1101117914785.0,3998702253,20210609,2021/10/15,ac,김혁,경기도 화성시 동탄산단9길 23-12 경기도 화성시 동탄산단9길 23-12 8층(방교동),,02-2229-6498,,12
K,046070,코다코,(주)코다코,"KODACO CO., LTD",1201110147422.0,1398131377,19970214,2000/12/26,ac,인귀승,충청남도 천안시 서북구  입장면 신대길 8,www.kodaco.co.kr,041-411-3100,041-411-3197,12
K,047770,코데즈컴바인,(주)코데즈컴바인,"Codes Combine Co.,Ltd.",1101111187031.0,1148166713,19950816,2001/09/18,ac,"김보선, 김호덕(각자대표)",서울특별시 강남구 논현로145길 66 (논현동),www.codes-combine.co.kr,02-2239-1414,02-546-5830,12
K,080530,코디,(주)코디,"KODI Co.,LTD.",1301110050847.0,1248160808,19990213,2010/01/05,ac,김도연,"경기도 용인시 수지구 광교중앙로 338 A동(상현동, 광교우미뉴브)  -호실(총12개):A301, A302, A303, A304,",www.kodi-s.com,031-322-7788,031-322-7475,12
Y,417310,코람코더원리츠,(주)코람코더원위탁관리부동산투자회사,KORAMCO THE ONE REIT,1101115837294.0,6928800184,20150915,2022/03/28,ac,서길석,서울특별시 강남구 삼성로 511,koramcothe1.com,02-787-0000,02-2181-1601,2
Y,357120,코람코라이프인프라리츠,(주)코람코라이프인프라위탁관리부동산투자회사,"KORAMCO LIFE INFRA REIT CO.,LTD",1101117320320.0,5448101624,20191210,2020/08/31,ac,이성균,"서울특별시 강남구 삼성로 511, 4층(삼성동, 골든타워)",www.koramcoenergyplus.co.kr,02-787-0000,0502-307-7621,11
K,104540,코렌텍,(주)코렌텍,"Corentec Co., Ltd.",1101111983653.0,1078184746,20000530,2013/03/05,ac,구본철,충청남도 천안시 서북구 입장면 영산홍1길 12,www.corentec.com,041-585-7114,041-585-7113,12
K,027050,코리아나,(주)코리아나화장품,"COREANA COSMETICS CO., LTD",1101110597166.0,3128107545,19881115,1999/12/10,ac,유학수,충청남도 천안시 서북구 성거읍 삼곡2길 6,www.coreana.co.kr,02  -580 -8522,0317227011,12
Y,007810,코리아써키트,(주)코리아써키트,"KOREA CIRCUIT CO.,LTD",1301110026749.0,1348107528,19720411,1985/09/09,ac,장세준,경기도 안산시 단원구  강촌로139번길 9,www.kcg.co.kr,031-491-3061,031-436-5469,12
K,190650,코리아에셋투자증권,코리아에셋투자증권(주),"KOREA ASSET INVESTMENT SECURITIES CO.,LTD.",1101111844970.0,1208197564,20000106,2019/11/20,ac,"기동호, 김은섭",서울특별시 영등포구 여의나루로 57,www.kasset.co.kr,02-550-6200,550-6203,3
K,123410,코리아에프티,코리아에프티(주),KOREA FUEL-TECH CORPORATION,1101114290039.0,1078732411,20100224,2010/08/27,ac,"오원석, 김재산(각자 대표이사)",경기도 안성시 원곡면 섬바위길 23,www.kftec.com,070-7093-1500,031-789-3990,12
Y,003690,코리안리,코리안리재보험(주),Korean Reinsurance Company,1101110226533.0,1028116957,19630319,1969/12/22,ac,원종규,"서울특별시 중구 청계천로 100 시그니쳐타워 4, 5층 코리안리재보험",www.koreanre.co.kr,02-3702-6000,739-3754,12
K,036690,코맥스,(주)코맥스,"COMMAX Co., Ltd.",1311110001964.0,1298101726,19761203,2000/01/18,ac,변우석,경기도 성남시 중원구 둔촌대로 494,www.commax.com,031-739-3564,031-731-8797,12
K,049430,코메론,(주)코메론,KOMELON CORPORATION,1801110047399.0,6038105797,19830125,2001/01/16,ac,강동헌,부산광역시 사하구 장평로 73 (주)코메론,www.komelon.co.kr,051 -290 -3100,051-290-3114,12
K,183300,코미코,(주)코미코,KoMiCo Ltd.,1346110062393.0,1258614826,20130813,2017/03/23,ac,최용하,경기도 안성시 모산로 8,www.komico.com,031-8056-5800,031-677-8830,12
K,041960,코미팜,(주)코미팜,"KOMIPHARM INTERNATIONAL CO., LTD.",1101110134372.0,1338123355,19720921,2001/10/30,ac,"양경훈, 문성철(각자 대표이사)",경기도 시흥시  경제로 17,www.komipharm.com,031-498-6104,031-498-6107,12
K,089890,코세스,(주)코세스,"KOSES Co.,Ltd",1243110041444.0,1308136434,19940125,2006/11/08,ac,박명순,경기도 부천시 오정구  산업로 62,www.koses.co.kr,032-662-2224,032-680-5510,12
K,360350,코셈,주식회사 코셈,"COXEM CO., LTD",1601110226195.0,3148190680,20070613,2024/02/23,ac,이준희,대전광역시 유성구 테크노2로 199,www.coxem.com,042-861-1685,042-361-1689,12
K,082660,코스나인,(주)코스나인,"Cosnine Co., Ltd",1760110025872.0,5138122697,20010620,2005/10/05,ac,김보형,경기도 김포시 양촌읍 학운산단2로 27 (주)코스나인,cosnine.com,031-606-8700,053-605-8519,12
Y,192820,코스맥스,코스맥스(주),"COSMAX, INC.",1348110294273.0,1438119635,20140303,2014/04/07,ac,"최경, 이병만","경기도 화성시  향남읍 제약공단1길 27, 2길 46",www.cosmax.com,031-359-0300,031-789-3088,12
Y,044820,코스맥스비티아이,코스맥스비티아이(주),"COSMAX BTI, INC.",1348110018641.0,1248122463,19921112,2006/11/13,ac,"허민호, 이병주","경기도 성남시 분당구 판교로 255 에프-801(삼평동,판교이노밸리)",www.cosmax.com,031-789-3300,031)353-6077,12
K,222040,코스맥스엔비티,코스맥스엔비티(주),"COSMAX NBT, INC.",1101112407470.0,2148701803,20020102,2015/12/16,ac,김남중,"경기도 성남시 분당구 판교로256번길 25 GB2빌딩 6층 (삼평동,제C동)",http://www.cosmaxnbt.com,031-8016-8527,0234748528,12
K,241710,코스메카코리아,(주)코스메카코리아,"COSMECCA KOREA CO., LTD.",1545110016091.0,3038124119,19991005,2016/10/28,ac,"조임래, 박은희(각자대표)",충청북도 음성군 대소면 대금로 196번길 17-12,www.cosmecca.com,031-784-6528,043-535-7164,12
Y,005070,코스모신소재,코스모신소재(주),"COSMO ADVANCED MATERIALS & TECHNOLOGY CO., LTD",1201110018251.0,1378101917,19730628,1987/09/28,ac,홍동환,충청북도 충주시 충주호수로 36 (목행동) 코스모신소재 주식회사,www.cosmoamt.com,043-850-1114,043-853-3366,12
Y,005420,코스모화학,코스모화학(주),"COSMOCHEMICALCO.,LTD",1101110152738.0,1058133052,19680212,1987/07/23,ac,김두영,서울특별시 서초구  반포대로 43 코스모빌딩 5층,www.cosmochem.co.kr,052-231-6700,052-231-6823,12
K,355150,코스텍시스,(주)코스텍시스,"KOSTECSYS. CO., LTD.",1101117471470.0,1398701725,20200428,2020/09/18,ac,한규진,인천광역시 남동구 남동서로 261 주식회사 코스텍시스,www.kostec.net,032-821-0162,032-822-4923,12
Y,071950,코아스,(주)코아스,"KOAS CO., LTD",1101110881642.0,1178109929,19920724,2005/08/04,ac,"민경중, 노병구(각자 대표이사)",서울특별시 영등포구 선유로52길 17,www.ikoas.com,02-2163-6137,02-2692-4050,12
K,166480,코아스템켐온,코아스템켐온 주식회사,CORESTEMCHEMON Inc.,1501110077665.0,3018173201,20031230,2015/06/26,ac,양길안,경기도 성남시 분당구 판교로255번길 24 (삼평동),www.corestemchemon.com,02-497-3711,02-6349-8666,12
K,045970,코아시아,(주)코아시아,CoAsia Corporation,1101110944622.0,2148155613,19930525,2000/08/03,ac,이희준 (단독대표),인천광역시 남동구  남동서로 193 (주)비에스이홀딩스,www.coasiacorp.co.kr,02-6985-6099,02-400-2521,12
K,196450,코아시아씨엠,(주)코아시아씨엠,"CoAsia CM Co.,Ltd",1345110233665.0,1428172016,20140509,2014/06/02,ac,"조병찬, 김창완 각자대표","경기도 화성시 동탄첨단산업1로 27 B동 3530호, 3531호, 3532호, 3533호, 3534호, 3535호, 3536호 (영천동,",www.coasiaoptics.com,070-4468-4460,031-8006-0135,12
K,384470,코어라인소프트,주식회사 코어라인소프트,"Coreline Soft Co., Ltd",1101114962092.0,2648103385,20120917,2023/09/18,ac,김진국,서울특별시 마포구 동교로19길 12 -,www.corelinesoft.com,02-336-7321,02-571-7324,12
Y,003070,코오롱글로벌,코오롱글로벌(주),"KolonGlobalCorporation CO.,LTD",1101110036502.0,1208150012,19601228,1978/09/15,ac,김정일,경기도 과천시 코오롱로 11 코오롱타워,www.kolonglobal.com,032-420-9111,032-420-9969,12
Y,450140,코오롱모빌리티그룹,코오롱모빌리티그룹(주),KOLON MOBILITY GROUP CORPORATION,1341110627048.0,8338702544,20230102,2023/01/31,ac,"강이구, 최현석",서울특별시 송파구 오금로 132 -,www.kolonmobilitygroup.com/,02-6959-1689,,12
Y,002020,코오롱,(주)코오롱,KOLON CORPORATION,1101110030528.0,2028144660,19570412,1975/06/23,ac,"안병덕, 이규호",경기 과천시 별양동 1-23 코오롱타워,www.kolon.com,02-3677-3114,3677-3099,12
K,102940,코오롱생명과학,코오롱생명과학(주),KOLON LIFE SCIENCE Inc.,1101111948277.0,1048152769,20000421,2009/04/07,ac,김선진,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워,-,02-3677-4151,02-3677-4159,12
Y,138490,코오롱ENP,코오롱이앤피(주),"KOLON ENP, INC.",1713110003504.0,5108105710,19960315,2011/06/15,ac,김영범,경상북도 김천시  공단3길 64 (응명동),www.kolonenp.com,054-420-8371,02-3677-3289,12
Y,120110,코오롱인더,코오롱인더스트리(주),"KOLON INDUSTRIES, INC.",1353110013606.0,1388156604,20100105,2010/02/01,ac,"허성, 유석진",서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워,www.kolonindustries.com/,02-3677-3114,02-3677-3379,12
K,950160,코오롱티슈진,코오롱티슈진(주),"Kolon TissueGene, Inc.",,20174063267,19990609,2017/11/06,ac,"노문종, 전승호","Rockville, MD, USA 9713 Key West Ave Suite 300",tissuegene.com,1-301-921-6000,,12
Y,021240,코웨이,코웨이(주),"COWAY Co., Ltd.",1101110626501.0,3078106054,19890502,2001/08/07,ac,서장원,충청남도 공주시 유구읍 유구마곡사로 136-23,company.coway.com,02-1588-5200,02-773-2911,12
K,033290,코웰패션,코웰패션(주),"COWELL FASHION CO.,LTD",1101110166127.0,1248122987,19740611,1997/10/13,ac,최용석,전라북도 김제시 용지면 백자3길 37 -,www.cowellfashion.co.kr,031 -217 -2500,031-217-7313,12
K,056360,코위버,코위버(주),"COWEAVER Co.,Ltd.",1101111883225.0,1058608183,20000218,2001/12/04,ac,황인환,서울특별시 강서구 마곡중앙8로7길 45 (마곡동),www.coweaver.co.kr,(02)3140-3300,(02)338-2984,12
K,282880,코윈테크,주식회사 코윈테크,"COWINTECH Co., Ltd",1351110047419.0,1238146782,19981016,2019/08/05,ac,"이재환, 최현순 각자 대표이사",충청남도 아산시 둔포면 아산밸리로 285 (주)코윈테크,www.cowintech.com,041-547-2131,041-547-2132,12
K,121850,코이즈,(주)코이즈,"KOYJ. CO.,LTD",2801110073830.0,1278197643,20060216,2012/09/27,ac,조재형,충청북도 충주시  대소원면 첨단산업로 146 코이즈,www.koyj.co.kr,043-842-1987,043-842-1988,12
K,448710,코츠테크놀로지,코츠테크놀로지(주),"COTS Technology Co., Ltd.",1350110089265.0,1348144315,19990526,2023/08/10,ac,조지원,경기도 성남시 분당구 판교로 744 C동 702호,www.cotstech.com/,031-702-1665,031-702-1664,12
K,126730,코칩,코칩(주),KORCHIP CORPORATION,1101111049794.0,1068148878,19940623,2024/05/07,ac,손진형,경기도 안양시 만안구 만안로 359,www.korchip.com,031-361-8000,031-361-8080,12
K,015710,코콤,(주)코콤,"KOCOM CO., LTD",1243110005359.0,1308105192,19800115,1997/09/30,ac,고진호,서울 강서구 염창동 260-7,www.kocom.com,02  -6675-2135,02-6675-2100,12
K,052330,코텍,(주)코텍,KORTEK CORPORATION,1101110522494.0,1308144628,19870306,2001/07/10,ac,김영달,인천광역시 연수구 벤처로24번길 26,www.kortek.co.kr,032-860-3000,032-862-6839,12
K,322780,코퍼스코리아,(주)코퍼스코리아,"COPUS KOREA Co., Ltd.",1101117062716.0,2068801212,20190401,2019/05/31,ac,오영섭,서울특별시 마포구 월드컵북로 361 8층(DMC이안상암2단지),-,02-568-1317,02-568-2422,12
Y,036420,콘텐트리중앙,(주)콘텐트리중앙,ContentreeJoongAng corp.,1101110545751.0,2168110039,19870928,2019/10/18,ac,"이중원, 홍정인(각자대표)",서울특별시 강남구 도산대로 156,www.jcontentree.com/,02-3015-0555,02-751-9815,12
K,200130,콜마비앤에이치,콜마비앤에이치(주),"KolmarBNH Co., Ltd",1101115399517.0,1048654817,20140422,2014/07/23,ac,윤여원,세종특별자치시 전의면 산단길 22-15 콜마비앤에이치(주),www.kolmarbnh.co.kr,02-2286-3223,044-860-4260,12
Y,024720,콜마홀딩스,콜마홀딩스(주),"KOLMAR HOLDINGS CO.,LTD.",1647110001591.0,3078102816,19900515,2002/04/09,ac,윤상현,세종특별자치시  전의면 덕고개길 12-11,www.kolmarholdings.co.kr,041-862-1057,02-515-1531,12
K,294570,쿠콘,(주)쿠콘,coocon Corporation,1101113579947.0,1078685702,20061214,2021/04/28,ac,김종현,"서울특별시 영등포구 영신로 220, KnK디지털타워 19층",www.coocon.net,02-3779-9199,02-3775-1175,12
Y,192400,쿠쿠홀딩스,쿠쿠홀딩스(주),"Cuckoo Holdings Co.,Ltd",1845110000634.0,6218102895,19781115,2014/08/06,ac,구본학,경상남도 양산시 유산공단2길 14(교동),www.cuckoo.co.kr,055-380-0734,0553890709,12
Y,284740,쿠쿠홈시스,쿠쿠홈시스 주식회사,"CUCKOO HOMESYS CO.,LTD",1355110319406.0,5908700993,20171204,2018/01/11,ac,구본학,경기도 시흥시 엠티브이북로 349(정왕동),"www,cuckoo.co.kr",055-380-0734,032-457-9188,12
K,317690,퀀타매트릭스,주식회사 퀀타매트릭스,QuantaMatrix Incorporated,1101114481274.0,1198635864,20101129,2020/12/09,ac,권성훈,"서울특별시 금천구 가산디지털1로 131 B동 16층(가산동, 비와이씨하이시티)",www.quantamatrix.com,02-6956-3458,02-763-8650,12
K,227100,퀀텀온,(주)퀀텀온,"Quantumon Co., Ltd.",1101114865569.0,1068686334,20120510,2018/11/15,ac,서영효,서울시 서초구 서초중앙로6길 5-8 지상2층,quantumon.co.kr,070-4416-0800,070-7812-0990,12
K,432720,퀄리타스반도체,(주)퀄리타스반도체,"QUALITAS SEMICONDUCTOR CO., LTD.",1101116743763.0,7948100574,20170201,2023/10/27,ac,김두호,"경기도 성남시 분당구 성남대로331번길 8, 609호 &nbsp",q-semi.com,02-555-3305,,12
K,365270,큐라클,(주)큐라클,"curacle co., ltd.",1101116058485.0,7408100539,20160512,2021/07/22,ac,유재현,서울특별시 서초구 효령로 23-1 -,www.curacle.com,031-706-8300,031-755-0220,12
K,060280,큐렉소,큐렉소(주),"CUREXO, INC.",1101110839071.0,1068138424,19920229,2002/07/03,ac,이재준,"서울특별시 송파구 위례순환로 480 케이알산업빌딩 3, 4층(장지동)",www.curexo.com,031-478-0660,02-3446-4498,12
K,372320,큐로셀,주식회사 큐로셀,Curocell Inc.,1311110466283.0,1488800557,20161201,2023/11/09,ac,김건수,대전광역시 유성구 국제과학16로 11,curocellbtx.com,042-863-3698,0428633695,12
K,051780,큐로홀딩스,(주)큐로홀딩스,"CUROHOLDINGS Co., Ltd.",1101110555479.0,1298119361,19871229,2001/06/26,ac,조중기,"서울특별시 강남구 테헤란로13길 31-1 3층(역삼동, 일리빌딩)",www.curoholdings.com,02-2141-3000,02-2141-3097,12
K,115180,큐리언트,(주)큐리언트,"Qurient Co., Ltd.",1101113926875.0,2098147197,20080702,2016/02/29,ac,남기연,"경기도 성남시 분당구 판교로 242, C동 8층",www.qurient.com,031-8060-1600,031-8060-1649,12
K,445680,큐리옥스바이오시스템즈,큐리옥스바이오시스템즈(주),"Curiox Biosystems Co., Ltd.",1101116865103.0,5238101156,20180907,2023/08/10,ac,김남용,"서울특별시 금천구 디지털로9길 41 2층 202호, 204호 ~ 213호 (가산동, 삼성아이티해링턴타워) &nbsp",curiox.co.kr/,02-2039-7160,070-8280-6665,12
K,182360,큐브엔터,(주)큐브엔터테인먼트,"CUBE ENTERTAINMENT, INC.",1101115192036.0,1078799106,20130725,2013/11/21,ac,"강승곤, 안우형, 정철(공동대표)",서울특별시 성동구 아차산로 83 -,www.cubeent.co.kr,02-3445-1045,02-3445-1048,12
K,405100,큐알티,큐알티 주식회사,Quality Reliability Technology Inc.,1344110059857.0,1268675409,20140402,2022/11/02,ac,김영부,경기도 이천시 부발읍 경충대로 2091 큐알티 주식회사,qrtkr.com,031-546-7469,031-639-7654,12
K,066310,큐에스아이,(주)큐에스아이,"Q.S.ICo.,Ltd.",1615110037709.0,3128143181,20000707,2006/11/24,ac,이청대,충청남도 천안시 서북구  성거읍 천흥8길 17,www.qsilaser.com,041-410-5010,041-555-5186,12
K,016600,큐캐피탈,큐캐피탈파트너스(주),"Q Capital Partners Co., Ltd.",1101110339691.0,2208108089,19821217,1993/06/21,ac,황희연,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워),www.qcapital.co.kr,02-538-2411,02-538-2415,12
K,355390,크라우드웍스,주식회사 크라우드웍스,"CrowdWorks, Inc.",1101116384963.0,2238118325,20170425,2023/08/31,ac,김우승,"서울특별시 강남구 테헤란로 309 삼성제일빌딩, 5층",www.crowdworks.kr,02-6954-2960,,12
