corp_code,corp_name,corp_name_eng,krx_code,stock_code,stock_name,corp_cls,corp_cls_l,jurir_no,bizr_no,ceo_nm,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,lst_dt,acc_mt,sec_cls,market_div,stock_type,par_val,iss_shr,modify_date
01365038,(주)자람테크놀로지,"Zaram Technology,Inc.",KR7389020009,389020,자람테크놀로지,K,KOSDAQ,1101111864829,2208176364,백준현,"경기도 성남시 분당구 성남대로925번길 41, 2층",zaram.com,,031-779-6700,031-779-6799,261,20000127,2023/03/07,12,주권,기술성장기업부,보통주,500,6197730,20230307
01174038,(주)자비스,"XAVIS CO., Ltd.",KR7254120009,254120,자비스,K,KOSDAQ,1101116178564,5108700492,김형철,경기도 성남시 중원구 사기막골로 177 금강하이테크밸리 619호,www.xavis.co.kr,,031-740-3820,031-740-3802,292,20160920,2016/12/02,12,주권,기술성장기업부,보통주,100,30754270,20230217
00418379,(주)자연과환경,"NatureandEnvironmentCo.,Ltd.",KR7043910009,043910,자연과환경,K,KOSDAQ,1101111727853,2158178735,이병용,충청남도 공주시  우성면 보흥1길 116-28,www.e-nne.co.kr,,041-852-3355,02-557-9951,233,19990705,2005/11/18,12,주권,벤처기업부,보통주,500,113391457,20230502
01020524,자이글(주),"Zaigle Co., Ltd.",KR7234920007,234920,자이글,K,KOSDAQ,2850110153481,1288635873,이진희,서울특별시 강서구 허준로 217 11층 1114호,www.zaigle.com,,02-3665-9192,02-3665-9195,28511,20081230,2016/09/06,12,주권,벤처기업부,보통주,500,13530910,20240904
01264438,(주)자이언트스텝,GIANTSTEP Inc.,KR7289220006,289220,자이언트스텝,K,KOSDAQ,1101113909839,2118813952,"하승봉, 이지철",서울특별시 강남구 학동로37길 8 &nbsp,www.giantstep.co.kr,,02-6952-4720,02-549-0903,59113,20080605,2021/03/24,12,주권,기술성장기업부,보통주,500,22312221,20220929
00367844,자이에스앤디(주),Xi S&D Inc.,KR7317400000,317400,자이에스앤디,Y,KOSPI,1101111934557,1208603362,구본삼,서울특별시 중구 퇴계로 173,www.xisnd.com/,,02-6910-7100,02-6910-7101,681,20000408,2019/11/06,12,주권,,보통주,1000,38782520,20250326
00146861,자화전자(주),"JAHWA ELECTRONICS CO.,LTD",KR7033240003,033240,자화전자,Y,KOSPI,1501110005955,3018105474,"김상면, 김찬용(각자대표)",충청북도 청원군  북이면 충청대로 1217,www.jahwa.co.kr,,043-210-7114,043-214-0117,26292,19870201,1999/01/06,12,주권,,보통주,500,21756636,20250225
00659684,(주)장원테크,"JangWonTech Co., Ltd.",KR7174880005,174880,장원테크,K,KOSDAQ,1760110020559,5138117030,임규택,경상북도 구미시 1공단로7길 14-9 &nbsp,jangwontech.co.kr,,070-4016-3509,054-473-9963,26422,20000106,2016/07/15,12,주권,관리종목(소속부없음),보통주,500,4381265,20250401
00147082,재영솔루텍(주),"JAEYOUNG SOLUTEC CO.,LTD.",KR7049630007,049630,재영솔루텍,K,KOSDAQ,1201110060450,1398101306,"김학권,김승재(각자 대표이사)",인천광역시 연수구 갯벌로 118,www.jysolutec.com,,(032)820-0522,032-851-0802,273,19841220,2003/01/24,12,주권,중견기업부,보통주,500,101791820,20230214
01383229,주식회사 저스템,"Justem.CO.,LTD",KR7417840006,417840,저스템,K,KOSDAQ,1101116042066,4958800337,임영진,경기도 용인시 기흥구 탑실로 35번길 57,www.justem.co.kr,,031-831-2800,031-8077-9343,29271,20160425,2022/10/28,12,주권,벤처기업부,보통주,500,7262750,20230803
00147222,(주)전방,"CHONBANG CO.,LTD",KR7000950006,000950,전방,Y,KOSPI,1101110005664,1028117373,조덕현,"서울특별시 서대문구  서소문로 21 (충정로3가, 충정타워)",www.chonbang.co.kr,,02-2122-6000,02-392-3923,13101,19530223,1968/10/21,12,주권,,보통주,5000,1680000,20221207
00372129,전진건설로봇(주),"JUNJIN CONSTRUCTION & ROBOT CO., LTD.",KR7079900007,079900,전진건설로봇,Y,KOSPI,1101111807910,1148192507,"고현국, 이형환 (각자대표)",충청북도 음성군  금왕읍 대금로 1264,junjin.com,,043-879-2600,043-882-4848,292,19991112,2024/08/19,12,주권,,보통주,500,14592545,20250901
00632793,전진바이오팜(주),"JEONJINBIO CO., LTD.",KR7110020005,110020,전진바이오팜,K,KOSDAQ,1701110273433,5058139862,이태훈,대구광역시 달서구 성서공단북로 295 -,www.jjbio.co.kr,,053-593-7191,053-593-7193,2049,20040916,2018/12/14,12,주권,기술성장기업부,보통주,500,9058762,20220503
01047415,(주)정다운,"JUNGDAWN Co., Ltd.",KR7208140004,208140,정다운,K,KOSDAQ,1101115542497,1078831874,이지훈,전라남도 나주시 동수농공단지길 137-17 (주)정다운,jungdawn.co.kr,,061-334-5289,02-6923-7986,101,20141020,2014/12/17,12,주권,우량기업부,보통주,100,32684246,20230518
00287788,(주)정상제이엘에스,"JLS CO.,LTD.",KR7040420002,040420,정상제이엘에스,K,KOSDAQ,1243110039762,1308142974,박정흠,서울특별시 강남구  영동대로 229,www.gojls.com,,02-3413-9100,02-563-1757,8550,19930731,2000/08/01,12,주권,우량기업부,보통주,500,15677552,20221202
00147772,(주)정원엔시스,ZUNGWON EN-SYS INC.,KR7045510005,045510,정원엔시스,K,KOSDAQ,1101110105688,2118108071,한덕희,서울특별시 강남구  도산대로1길 46 (신사동),www.zungwon.co.kr,,02  -5147-007(,02-542-5855,465,19690627,2000/09/07,12,주권,중견기업부,보통주,500,32209292,20230502
00666204,제너셈(주),Genesem Inc.,KR7217190008,217190,제너셈,K,KOSDAQ,1246110236750,1218140894,"한복우, 한기현",인천광역시 연수구 송도과학로84번길 24 제너셈 사옥,www.genesem.com,,032-810-8400,0328108401,29271,20001121,2015/09/25,12,주권,벤처기업부,보통주,500,8769174,20250401
00545929,(주)제넥신,"Genexine, Inc.",KR7095700001,095700,제넥신,K,KOSDAQ,1717110036705,5068131989,"홍성준, 최재현",서울특별시 강서구 마곡중앙로 172 바이오이노베이션파크,genexine.com,,02-6098-2600,031-628-3229,70113,19990608,2009/09/15,12,주권,기술성장기업부,보통주,500,45540494,20250327
00799539,(주)제노레이,"GENORAY Co., LTD.",KR7122310006,122310,제노레이,K,KOSDAQ,1101112215261,2158606482,박병욱,경기도 성남시 중원구 둔촌대로541번길 60 -,www.genoray.com,,031-5178-5500,031-5178-5599,27111,20010412,2018/05/28,12,주권,우량기업부,보통주,500,14553844,20250401
01014718,주식회사 제노코,"Genohco, Inc",KR7361390008,361390,제노코,K,KOSDAQ,1311110127512,1298178695,유태삼,"경기도 군포시 농심로72번길 1 (당정동,제노코빌딩)",www.genohco.com,,031-428-6000,031-739-5277,26429,20041103,2021/03/24,12,주권,벤처기업부,보통주,500,8800789,20230220
01062177,(주)제놀루션,GENOLUTION INC.,KR7225220003,225220,제놀루션,K,KOSDAQ,1101113403972,2158682253,김기옥,서울특별시 강서구 마곡중앙8로3길 63 (주)제놀루션,genolution.co.kr,,02-449-8670,02-3010-8671,211,20060220,2020/07/24,12,주권,벤처기업부,보통주,500,19190021,20240226
00624998,(주)제닉,"Genic Co.,Ltd",KR7123330003,123330,제닉,K,KOSDAQ,1345110052677,1358149079,허남,경기도 성남시 분당구 판교로255번길 34 3층,genic21.com,,031-725-5600,031-725-5669,20423,20010927,2011/08/03,12,주권,벤처기업부,보통주,500,7968680,20221201
01293485,제닉스로보틱스(주),"ZENIX ROBOTICS CO.,LTD",KR7381620004,381620,제닉스로보틱스,K,KOSDAQ,1313110097737,1258187907,배성관,충청남도 천안시 서북구 직산읍 부송로 165-33,www.zenixkorea.co.kr/,,0415827600,041-582-7601,29299,20100423,2024/09/30,12,주권,중견기업부,보통주,100,13117920,20250805
00563837,(주)제로투세븐,Zero to Seven Inc,KR7159580000,159580,제로투세븐,K,KOSDAQ,1101111871072,2208176684,박영욱,서울특별시 마포구 상암산로 76YTN뉴스퀘어 17/18층,www.0to7.com,,02-740-3188,02-740-3755,46414,20000203,2013/02/19,12,주권,중견기업부,보통주,500,20032636,20250515
00899556,제룡산업(주),"CHERYONG INDUSTRIAL CO.,LTD.",KR7147830004,147830,제룡산업,K,KOSDAQ,1101114722917,2068658555,박종태,서울특별시 광진구  아차산로 628 (광장동),www.cheryong.co.kr,,02-2204-3700,02-2204-3791,251,20111104,2012/02/13,12,주권,벤처기업부,보통주,500,20000000,20240709
00185356,제룡전기(주),"CHERYONG ELECTRIC CO.,LTD.",KR7033100009,033100,제룡전기,K,KOSDAQ,1101110513633,2198109069,박종태,서울특별시 광진구  아차산로 628,www.cheryong.co.kr,http://www.cheryongelec.com/,02-2204-6300,02-2204-6388,2811,19861218,1997/08/18,12,주권,우량기업부,보통주,500,16062409,20221212
00442570,(주)제우스,"ZEUSCO.,LTD.",KR7079370003,079370,제우스,K,KOSDAQ,1101110600430,2298105323,"이종우, 황하섭",경기도 화성시 안녕남로 132 (주)제우스,www.globalzeus.com,,031-377-9500,031-377-3305,29271,19881212,2006/02/01,12,주권,우량기업부,보통주,500,31016990,20250401
00110431,제이더블유신약(주),JW SHINYAK CORPORATION,KR7067290007,067290,JW신약,K,KOSDAQ,1615110001291,3128102332,김용관,경기도 과천시 과천대로7길 38 -,www.jw-shinyak.co.kr,,02-840-6111,02)843-7696,212,19810813,2003/02/11,12,주권,중견기업부,보통주,500,53376126,20230512
00361381,(주)제이브이엠,"JVMCO.,LTD",KR7054950001,054950,제이브이엠,K,KOSDAQ,1701110111352,5038131016,이동환,대구광역시 달서구  호산동로 121,www.myjvm.com,,053-608-2536,053-592-9870,29192,19770620,2006/06/07,12,주권,우량기업부,보통주,500,12089892,20230327
00148531,제이스코홀딩스(주),J Steel Company Holdings Inc.  ,KR7023440001,023440,제이스코홀딩스,K,KOSDAQ,1101110045347,1348115426,한상민,"경기도 안산시 단원구  시화로 60, 301 (성곡동, 시화공단4다)",www.jscoholdings.co.kr,,031-499-0776,031-498-1035,24121,19640718,1994/10/07,12,주권,중견기업부,보통주,500,86963220,20240208
00493185,(주)제이스텍,"JASTECH, Ltd.",KR7090470006,090470,제이스텍,K,KOSDAQ,1243110046030,1308148610,정재송,충청남도 아산시 음봉면 산동로 433-15 -,www.astjetec.co.kr,,041-421-5000,032-510-3099,29271,19950309,2007/01/10,12,주권,우량기업부,보통주,500,17476594,20230220
00664853,제이씨케미칼(주),"JC Chemical Corporation, LTD.",KR7137950002,137950,제이씨케미칼,K,KOSDAQ,1358110124726,1358185115,"이윤희, 김의윤(공동대표이사)",울산광역시 울주군  온산읍 화산1길 70,www.jcchemical.co.kr,,02-6321-1333,027615404,2049,20060324,2011/08/08,12,주권,우량기업부,보통주,500,22267814,20240325
00223513,제이씨현시스템(주),"JCH Systems, Inc.",KR7033320003,033320,제이씨현시스템,K,KOSDAQ,1101110775853,1108133772,차정헌,서울특별시 용산구  새창로45길 74,www.jchyun.com,,02-2105-9100,02-707-5086,46510,19910511,1997/11/10,12,주권,벤처기업부,보통주,500,19114432,20250321
01367586,(주)제이아이테크,"JI-TECH Co., Ltd.",KR7417500006,417500,제이아이테크,K,KOSDAQ,2111110040569,4018153863,함석헌,전라북도 군산시 중가도길 16,www.ji-tech.co.kr,,063-731-0088,063-451-8951,204,20140328,2022/11/04,12,주권,우량기업부,보통주,100,32784744,20230227
01415892,(주)제이알글로벌위탁관리부동산투자회사,JR GLOBAL REIT,KR7348950007,348950,제이알글로벌리츠,Y,KOSPI,1101117263728,2078158077,오남수,서울특별시 중구 을지로 100,jrglobalreit.com,,02-2008-7035,,681,20191024,2020/08/07,06,부동산투자회사,,보통주,1000,197376000,20220818
00447575,(주)제이앤티씨,"JNTC CO.,LTD.",KR7204270003,204270,제이앤티씨,K,KOSDAQ,1101111334583,1198122651,"조남혁, 장윤정(각자 대표이사)",경기도 화성시 정남면 구내길 81-9 &nbsp,www.thejnt.com,,031-354-2590,031-8055-8445,262,19961101,2020/03/04,12,주권,중견기업부,보통주,500,57848466,20250401
00642541,(주)제이에스링크,"JS Link, Inc.",KR7127120004,127120,제이에스링크,K,KOSDAQ,1101111907760,1048151912,이준영,서울특별시 강서구 마곡중앙8로3길 31 지번) 서울특별시 강서구 마곡동 787-8,www.dnalink.com,,02-3153-1500,02-364-4778,70111,20000315,2011/12/26,12,주권,벤처기업부,보통주,500,29673893,20250701
00332927,(주)제이에스코퍼레이션,JS Corporation,KR7194370003,194370,제이에스코퍼레이션,Y,KOSPI,1101110554992,2198103482,홍재성,서울특별시 송파구 위례성대로 138 (방이동),www.jskor.com,www.jskor.com,02-2040-3400,02-2040-3429,15121,19880201,2016/02/04,12,주권,,보통주,100,29016758,20230220
00120289,(주)제이에스티나,"J.ESTINA Co.,Ltd",KR7026040006,026040,제이에스티나,K,KOSDAQ,1101110569074,2158103705,"대표이사 김유미, 장호선 각자대표",서울특별시 송파구 양재대로62길 53,www.jestina.co.kr,,02-2190-7025,02-3402-1035,331,19880402,1999/12/21,12,주권,중견기업부,보통주,500,16503790,20230320
01309421,(주)제이엔비,"JNB Co.,Ltd",KR7452160005,452160,제이엔비,K,KOSDAQ,1348110105438,1248631161,이정범,경기도 평택시 진위면 진위2산단로 31-21 &nbsp,www.jnbeng.com/,,031-8015-2001,031-8015-2005,29271,20050401,2023/11/24,12,주권,중견기업부,보통주,100,9617527,20240221
00442154,제이엔케이글로벌(주),"JNK Global Co., Ltd.",KR7126880004,126880,제이엔케이글로벌,K,KOSDAQ,1101111591034,1168169870,김방희,"경기도 성남시 수정구 창업로 43 A동 10층(시흥동, 판교글로벌비즈센터)",www.jnk-global.com,,031-627-9300,031-627-9684,291,19980928,2011/01/31,12,주권,우량기업부,보통주,500,23204903,20250224
01153293,(주)제이엘케이,"JLK, Inc.",KR7322510009,322510,제이엘케이,K,KOSDAQ,1101115340065,2648129857,김동민,충청북도 청주시 청원구 오창읍 양청송대길 10 청주미래누리터(지식산업센터) 204호,jlkgroup.com,,070-4651-4051,05053004051,582,20140218,2019/12/11,12,주권,기술성장기업부,보통주,100,25528892,20250729
00222435,제이엠아이(주),"JEONGMOON INFORMATION CO.,LTD.",KR7033050006,033050,제이엠아이,K,KOSDAQ,1101110922214,1248146204,정광훈,경기도 화성시 동탄면 동탄산단8길 15-20,www.jmikorea.co.kr,www.jmikorea.co.kr,031 -376 -9494,0313769465,204,19930220,1997/08/18,12,주권,벤처기업부,보통주,1000,32579342,20240502
00533508,제이엠티(주),"JMT CO.,Ltd.",KR7094970001,094970,제이엠티,K,KOSDAQ,1101111551749,2298132359,"정수연, 정도연(각자대표)",경기도 평택시 산단로 63-19 (모곡동),,,070-7500-4320,031-376-9465,2629,19980601,2007/10/12,12,주권,벤처기업부,보통주,500,16748240,20221206
00411808,(주)제이오,"JEIO. Co., Ltd.",KR7418550000,418550,제이오,K,KOSDAQ,1244110019788,1368112653,강득주,"인천광역시 연수구 송도과학로 56 2214호(송도동, 송도테크노파크비티센터)",www.jeio.co.kr/,www.jeio.co.kr,032-210-5801,032-232-4032,721,19941128,2023/02/16,12,주권,기술성장기업부,보통주,100,32017673,20250901
00258689,(주)제이와이피엔터테인먼트,JYP Entertainment Corporation,KR7035900000,035900,JYP Ent.,K,KOSDAQ GLOBAL,1101111264764,2298109576,정욱,"서울특별시 강동구 강동대로 205 (성내동, JYP Center 빌딩)",www.jype.com,,02-2225-8100,02-6919-2693,59201,19960425,2001/08/30,12,주권,우량기업부,보통주,500,35532492,20221206
00136776,제이준코스메틱(주),"Jayjun Cosmetic Co., Ltd.",KR7025620006,025620,제이준코스메틱,Y,KOSPI,1341110001672,1388103204,전경재,서울특별시 용산구 서빙고로51길 52 4층,www.jayjun.kr,,02-2193-9500,070-8650-1234,204,19720630,1995/07/08,12,주권,,보통주,500,8030748,20250808
01553129,주식회사 제이투케이바이오,"J2KBIO Co., Ltd.",KR7420570004,420570,제이투케이바이오,K,KOSDAQ,1501110229589,6658600626,이재섭,충청북도 청주시 청원구  오창읍 두릉유리로 50-3,www.j2kbio.com,,043-280-9000,043-280-9099,20423,20161227,2024/03/25,12,주권,벤처기업부,보통주,500,5847483,20240325
00365457,(주)제이티,JT Corporation.,KR7089790000,089790,제이티,K,KOSDAQ,1211110061910,1308156518,"유홍준, 유동완",충청남도 천안시 서북구  직산읍 4산단3로 135,www.jtcorp.co.kr,,070-4172-0100,041-584-0134,29271,19980707,2006/10/27,12,주권,벤처기업부,보통주,500,10315513,20240402
01041828,주식회사 제이티씨,JTC Inc.,KR8392080006,950170,JTC,K,KOSDAQ,,3200-01-006914,야마모토 후미야,(160-0017) 도쿄도 신주쿠구 사몬쵸 2-6 와코빌딩 6F -,www.groupjtc.com/korean/,http://www.groupjtc.com/korean/ir/,02-785-9101,02-2661-9103,471,19940317,2018/04/06,02,주식예탁증권,외국기업(소속부없음),보통주,무액면,51746348,20250530
00185301,제이피아이헬스케어(주),"JPI Healthcare Co., Ltd.",KR70010V0005,0010V0,제이피아이헬스케어,K,KOSDAQ,1101110285787,2038148897,김진국,"서울특별시 구로구 디지털로33길 28, 608호",www.jpi-korea.com,,02-2108-2580,02-2108-1180,27199,19801222,2025/08/21,12,주권,벤처기업부,보통주,500,5105400,20250821
00148276,(주)제일기획,Cheil Worldwide Inc,KR7030000004,030000,제일기획,Y,KOSPI,1101110139017,2028145960,김종현,서울특별시 용산구  이태원로 222 제일기획,www.cheil.co.kr,,02-3780-2114,02-3780-2462,71310,19730117,1998/03/03,12,주권,,보통주,200,115041225,20250605
00185505,(주)제일바이오,"CHEIL BIO CO., LTD.",KR7052670007,052670,제일바이오,K,KOSDAQ,1350110030490,1348101956,강동일,경기 안산시 목내동 456-2,www.cheilbio.com,,031-494-8226,031-429-0570,21230,19890221,2002/01/24,12,주권,관리종목(소속부없음),보통주,500,29129064,20250425
01236897,제일약품(주),"JEIL PHARMACEUTICAL CO.,LTD",KR7271980005,271980,제일약품,Y,KOSPI,1101116420361,6288800669,"성석제, 한상철 (공동대표)",서울특별시 서초구 사평대로 343 제일약품 사옥,www.jeilpharm.co.kr,,02-549-7451,02-518-6485,212,20170601,2017/07/17,12,주권,,보통주,500,14704872,20250326
00528791,(주)제일엠앤에스,"JEIL M&S CO., LTD",KR7412540007,412540,제일엠앤에스,K,KOSDAQ,1101110418833,1248114298,이영진,경기도 이천시 부발읍 황무로2065번길 72-75,www.jeilm.co.kr,,031-632-8060,0316328068,292,19860225,2024/04/30,12,주권,관리종목(소속부없음),보통주,500,20600665,20240430
00148461,제일연마공업(주),"CHEIL GRINDING WHEEL IND CO.,LTD",KR7001560002,001560,제일연마,Y,KOSPI,1801110021806,5068107010,"오유인, 오현수, 추헌주 (각자 대표)",경상북도 포항시 남구 대송로101번길 34(장흥동),www.grinding.co.kr,,054-285-8401,054-285-5780,23992,19741227,2005/12/09,12,주권,,보통주,500,9800000,20221124
00148470,제일일렉트릭(주),"CHEIL ELECTRIC CO.,LTD.",KR7199820002,199820,제일일렉트릭,K,KOSDAQ,1801110037887,6038103203,강동욱,부산광역시 사하구 을숙도대로 555,www.cheilelec.com,,051-205-9111,051-202-9111,28123,19800822,2020/11/26,12,주권,우량기업부,보통주,500,22220000,20250224
00148595,(주)제일테크노스,"JEIL TECHNOS CO.,LTD",KR7038010005,038010,제일테크노스,K,KOSDAQ,1746110001179,5068100676,"나주영,최재우",경상북도 포항시 남구 장흥로39번길 7,www.jeil21c.co.kr,,054-278-2841,054 -278 -2883,2511,19710304,2000/01/11,12,주권,우량기업부,보통주,500,9000000,20221205
00148443,제일파마홀딩스(주),JEIL PHARMA HOLDINGS INC.,KR7002620003,002620,제일파마홀딩스,Y,KOSPI,1101110026652,1148101234,한상철,서울특별시 서초구 사평대로 343,www.jeilpharm.co.kr,,02-549-7451,02-518-6485,715,19590307,1988/01/20,12,주권,,보통주,500,15973355,20220222
00447487,(주)제주반도체,Jeju Semiconductor Corp.,KR7080220007,080220,제주반도체,K,KOSDAQ,1311110047918,1298133683,박성식,제주특별자치도 제주시 첨단로 330 A동 2층,www.jeju-semi.com,,(064)740-1700,064-740-1750,2611,20000404,2005/02/01,12,주권,우량기업부,보통주,500,34442833,20240807
00148832,(주)제주은행,Jeju Bank,KR7006220008,006220,제주은행,Y,KOSPI,2201110000819,6168100615,이희수,제주특별자치도 제주시 1100로 3351 세기빌딩,www.e-jejubank.com,,064-720-0200,064-752-0188,64121,19690919,1972/12/28,12,주권,,보통주,5000,37798557,20250206
00555874,(주)제주항공,"JEJUAIR, CO., LTD.",KR7089590004,089590,제주항공,Y,KOSPI,2201110050575,6168150527,김이배,제주특별자치도 제주시 신대로 64 3층,www.jejuair.net,www.jejuair.net,070-7420-1986,02-2660-9707,511,20050125,2015/11/06,12,주권,,보통주,1000,80640985,20221227
01222867,(주)제테마,"JETEMA Co.,Ltd.",KR7216080002,216080,제테마,K,KOSDAQ,1358110168568,1358603665,"김재영, 남정선 (각자대표)",강원도 원주시 지정면 조엄로 321,www.jetema.com,,02-572-1331,02-572-1060,213,20090717,2019/11/14,12,주권,우량기업부,보통주,500,35858518,20240219
01391103,(주)젝시믹스,XEXYMIX Corporation,KR7337930002,337930,젝시믹스,K,KOSDAQ,1101116496172,5508600867,이수연 (단독 대표이사),"서울특별시 성동구 뚝섬로1길 63, 12층(성수동1가, 영창디지털타워)",www.brandxcorp.com/,,02-6959-2362,,639,20170823,2020/08/13,12,주권,우량기업부,보통주,500,29676475,20250422
01051472,(주)젠큐릭스,Gencurix Inc.,KR7229000005,229000,젠큐릭스,K,KOSDAQ,1101114690768,2068657589,조상래,서울특별시 구로구 디지털로 243 지하이시티 15층,www.gencurix.com,,02-2621-7038,02-2621-7039,213,20110921,2020/06/25,12,주권,기술성장기업부,보통주,500,16117826,20250219
00492894,(주)젬백스&카엘,"GemVax & KAEL Co.,Ltd.",KR7082270000,082270,젬백스,K,KOSDAQ,1601110069636,3148121219,"김기호, 이석준",대전광역시 유성구 테크노11로 58,www.kael.co.kr,,042-931-6287,042-931-9190,29271,19980310,2005/06/24,12,주권,벤처기업부,보통주,500,42284386,20240401
00148920,조광페인트(주),"CHOKWANG PAINT CO.,LTD",KR7004910006,004910,조광페인트,Y,KOSPI,1801110007088,6068100205,양성아,부산광역시 사상구  삼덕로 5 148,www.chokwangpaint.co.kr,,051-304-7701-5,051) 304-7744,20411,19670116,1976/12/27,12,주권,,보통주,500,12800000,20221208
00148939,조광피혁(주),"CHOKWANG LEATHER CO.,LTD",KR7004700001,004700,조광피혁,Y,KOSPI,1501110001036,3158107132,이연석,"충청북도 청주시 흥덕구 공단로126번길 97 (송정동, 공단2브럭)",www.chokwang.co.kr,,043-270-5311-3,02-553-6997,15110,19660803,1977/05/27,12,주권,,보통주,5000,6649138,20220221
00148948,(주)조비,"CHOBI CO.,LTD",KR7001550003,001550,조비,Y,KOSPI,1101110086599,2148108783,이승연,서울특별시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4),www.chobi.co.kr,,02-3488-5853,(02)3488 - 5954,20312,19551115,1976/12/28,12,주권,,보통주,5000,5192239,20221229
01770203,조선내화 주식회사,"Chosun Refractories Co., Ltd.",KR7462520008,462520,조선내화,Y,KOSPI,2046110071943,2848102978,최광철,전라남도 광양시 산업로 55,www.chosunref.co.kr,,061-798-8114,,2321,20230704,2023/07/28,12,주권,,보통주,500,11855168,20241206
00796994,조선선재(주),"CHOSUN WELDING POHANG Co., Ltd",KR7120030002,120030,조선선재,Y,KOSPI,1717110086312,5068170186,장원영,경상북도 포항시 남구 괴동로 43 (장흥동),www.chosunwelding.com,,054-289-8200,02-553-6117,2599,20100101,2010/02/19,12,주권,,보통주,500,1257651,20230727
00231831,조아제약(주),"ChoA Pharmaceutical Co., LTD.",KR7034940007,034940,조아제약,K,KOSDAQ,1943110004498,6088124071,"조성환, 조성배(각자대표)","서울특별시 영등포구 당산로2길 12 에이스테크노타워 101호(문래동3가, 에이스테크노타워1층)",www.choa.co.kr,,02-6670-9200,02-2166-4151,212,19960315,1999/08/13,12,주권,중견기업부,보통주,500,30979827,20240701
00397252,(주)조이시티,JoyCity Corporation,KR7067000000,067000,조이시티,K,KOSDAQ,1101111041633,1168154101,조성원,"경기도 성남시 분당구 황새울로258번길 25 (수내동, 조이시티타워)",www.joycity.com,,031-789-6500,031-789-6599,5821,19940530,2008/05/30,12,주권,중견기업부,보통주,500,69903446,20241219
00149239,조일알미늄(주),"CHOIL ALUMINUM CO., LTD",KR7018470005,018470,조일알미늄,Y,KOSPI,1701110021543,5028107788,"이영호,성원모",경상북도 경산시  진량읍 공단6로 98,www.choilal.co.kr,,053-856-5252,053)856-5257,24222,19850919,1988/11/22,12,주권,,보통주,500,126631721,20240227
00149345,(주)조흥,CHOHEUNG CORPORATION,KR7002600005,002600,조흥,Y,KOSPI,1101110019334,1138106497,함영제,경기도 안산시 단원구  시화로 38 (성곡동),www.choheung.co.kr,,031-433-3883,031-433-3889,108,19590211,1976/12/23,12,주권,,보통주,5000,600000,20240701
00390055,(주)종근당바이오,CKD Bio Corp.,KR7063160006,063160,종근당바이오,Y,KOSPI,1101112373308,1108153652,박완갑,서울특별시 서대문구  충정로 8,www.ckdbio.com,,02-2194-0555,02-2194-0556,212,20011112,2001/12/11,12,주권,,보통주,2500,5485962,20240329
00992871,(주)종근당,Chong Kun Dang Pharmaceutical Corp.,KR7185750007,185750,종근당,Y,KOSPI,1101115260669,1108608069,김영주,서울 서대문구 충정로3가 3가 368 종근당빌딩,www.ckdpharm.com,,02-2194-0300,02-2194-0417,212,20131105,2013/12/06,12,주권,,보통주,2500,13802780,20240701
00149354,(주)종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,KR7001630003,001630,종근당홀딩스,Y,KOSPI,1101110028955,1138106667,최희남,서울특별시 서대문구  충정로 8 종근당빌딩,www.ckd-holdings.com,www.ckd-holdings.com,02-6373-0600,02-6373-0659,212,19560110,1976/06/30,12,주권,,보통주,2500,5009861,20240329
00205003,(주)좋은사람들,"GOOD PEOPLE CO., LTD.",KR7033340001,033340,좋은사람들,K,KOSDAQ,1101110939326,1058158242,"이성현, 박영환 (각자 대표이사)","서울특별시 마포구 연희로 11 한국특허정보원빌딩 서울 마포구 연희로 11, 5층(동교동, 한국특허정보원빌딩",www.goodpeople.co.kr,,02-320-6600,02-334-6005,14120,19930501,1997/11/03,12,주권,중견기업부,보통주,500,96950558,20250331
00252135,주성엔지니어링(주),"JUSUNG ENGINEERING Co.,Ltd.",KR7036930006,036930,주성엔지니어링,K,KOSDAQ GLOBAL,1301110033281,1248129001,"황철주, 이우경, 황은석(3인 각자대표이사)",경기도 광주시  오포읍 오포로 240 주성엔지니어링,www.jseng.com,,031 -760 -7000,031-760-7117,29229,19950413,1999/12/24,12,주권,우량기업부,보통주,500,47268321,20250429
00753643,(주)주성코퍼레이션,JOOSUNG CORPORATION,KR7109070003,109070,주성코퍼레이션,Y,KOSPI,1313110088017,1258179538,허용호,충청남도 당진시 시곡로 307 -,www.joosungcorp.com,,070-7563-6333,031-627-9370,264,20090225,2009/03/17,12,주권,,보통주,500,52810230,20240503
01012987,주식회사 아모센스,"Amosense Co., Ltd.",KR7357580000,357580,아모센스,K,KOSDAQ,1244110093120,1378191480,김인응,충청남도 천안시 서북구 직산읍 모시리 308 천안 제4지방산업단지 19-1블럭,www.amosense.co.kr,,041-590-5700,041-590-5600,262,20081101,2021/06/25,12,주권,기술성장기업부,보통주,500,11220264,20250212
01082348,(주)오스테오닉,"OSTEONIC Co., Ltd.",KR7226400000,226400,오스테오닉,K,KOSDAQ,1101114816570,1138657540,이동원,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호,www.osteonic.com,,02-6902-8400,02-6902-8401,27199,20120309,2018/02/22,12,주권,기술성장기업부,보통주,500,20661601,20250306
