ticker,company_name,EMSEC1,EMSEC1_비중(%),EMSEC2,EMSEC2_비중(%),EMSEC3,EMSEC3_비중(%),EMSEC4,EMSEC4_비중(%),EMTEC
264850,이랜시스,Home Appliances,70.49,Security Services,29.51,,,,,"['Process Automation', 'Cybersecurity and Authentication Technologies']"
264900,크라운제과,Secondary Processed Foods,100,,,,,,,
265520,AP시스템,Electronic Equipment & Devices,100,,,,,,,"['Semiconductor Materials', 'Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
265560,영화테크,Electronic Components,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Battery & Energy Materials', 'Process Automation', 'Industrial IoT']"
265740,엔에프씨,Cosmetics,100,,,,,,,
267250,HD현대,Oil Refining & Marketing,59,Shipbuilding,41,,,,,"['Process Automation', 'Industrial IoT', 'Solar & Wind Power', 'Energy Storage Systems', 'Hydrogen Energy', 'Semiconductor Materials', 'Battery & Energy Materials', 'Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films', 'Telecommunications and IoT Technologies']"
267260,HD현대일렉트릭,Heavy Electrical Equipment,100,,,,,,,"['Energy Storage Systems', 'Solar & Wind Power']"
267270,HD현대건설기계,Construction Machinery,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
267290,경동도시가스,Gas,100,,,,,,,['Hydrogen Energy']
267320,나인테크,Secondary Batteries,100,,,,,,,"['Battery & Energy Materials', 'Energy Storage Systems']"
267790,배럴,Apparel & Accessories,100,,,,,,,
267850,아시아나IDT,IT Services,100,,,,,,,"['Cloud Infrastructure', 'SaaS Platforms']"
267980,매일유업,Primary Processed Foods,100,,,,,,,
268280,미원에스씨,Specialty Chemicals,100,,,,,,,"['Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films']"
269620,시스웍,Electronic Equipment & Devices,73.4,General-purpose Machinery,26.6,,,,,"['Process Automation', 'Industrial IoT']"
270520,앱트뉴로사이언스,Alternative Energy,100,,,,,,,"['Energy Storage Systems', 'Battery & Energy Materials']"
270660,에브리봇,Robotics & Components,100,,,,,,,"['Process Automation', 'Telecommunications and IoT Technologies', 'Predictive AI']"
270870,뉴트리,Health Supplements,100,,,,,,,['Biopharmaceuticals']
271560,오리온,Primary Processed Foods,50.44,Secondary Processed Foods,49.56,,,,,
271830,팸텍,Electronic Equipment & Devices,78.71,Special-purpose Machinery,21.29,,,,,"['Process Automation', 'Predictive AI', 'Industrial IoT', 'Mobility and Smart Transportation Technologies']"
271940,일진하이솔루스,Special-purpose Machinery,83.21,Alternative Power,16.79,,,,,"['Hydrogen Energy', 'Carbon Capture and Utilization']"
271980,제일약품,Pharmaceuticals,100,,,,,,,['Biopharmaceuticals']
272110,케이엔제이,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
272210,한화시스템,Defense,75.22,IT Services,24.78,,,,,"['Telecommunications and IoT Technologies', 'Blockchain and Distributed Ledger Technologies', 'Predictive AI', 'Real-time Analytics', 'Cloud Infrastructure', 'SaaS Platforms']"
272290,이녹스첨단소재,Display Materials & Equipment,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Semiconductor Materials', 'Battery & Energy Materials']"
272450,진에어,Airlines,100,,,,,,,
272550,삼양패키징,Packaging Materials,100,,,,,,,['High-performance Polymers & Functional Films']
273060,와이즈버즈,Advertising,100,,,,,,,"['Retail, Marketing and Customer Technologies']"
273640,와이엠텍,Electronic Components,100,,,,,,,"['Energy Storage Systems', 'Battery & Energy Materials', 'Electric Vehicles']"
274090,켄코아에어로스페이스,Aerospace,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Construction, Plant and Heavy Industry Technologies', 'Advanced Materials and Chemistry']"
274400,이노시뮬레이션,Defense,100,,,,,,,"['Predictive AI', 'Mobility and Smart Transportation Technologies', 'Telecommunications and IoT Technologies']"
275630,에스에스알,Telecom Solutions,75.82,IT Services,24.18,,,,,['Cybersecurity and Authentication Technologies']
276040,스코넥,Education Services,78.13,Game Software,21.87,,,,,"['Generative AI', 'Blockchain and Distributed Ledger Technologies', 'Telecommunications and IoT Technologies']"
276730,제주맥주,Beverages & Alcohol,100,,,,,,,
277070,린드먼아시아,Venture Capital,100,,,,,,,
277410,인산가,Health Supplements,100,,,,,,,
277810,레인보우로보틱스,Robotics & Components,100,,,,,,,"['Process Automation', 'Industrial IoT', 'Mobility and Smart Transportation Technologies']"
277880,티에스아이,Special-purpose Machinery,100,,,,,,,['Battery & Energy Materials']
278280,천보,Secondary Batteries,63.49,Display Materials & Equipment,36.51,,,,,"['Semiconductor Materials', 'Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
278470,에이피알,Cosmetics,100,,,,,,,
278650,HLB바이오스텝,Biotechnology,79.39,Animal Health Products,20.61,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
279600,미디어젠,General Software,100,,,,,,,"['Generative AI', 'Recommendation Systems', 'Real-time Analytics', 'Education and Content Technologies', 'Telecommunications and IoT Technologies']"
280360,롯데웰푸드,Secondary Processed Foods,100,,,,,,,
281740,레이크머티리얼즈,Semiconductor Materials & Equipment,72.09,Alternative Energy,27.91,,,,,"['Semiconductor Materials', 'Solar & Wind Power', 'Advanced Optical & Electronic Materials']"
281820,케이씨텍,Semiconductor Materials & Equipment,80.15,Display Panel Manufacturing,19.85,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
282330,BGF리테일,Multiline Retail,100,,,,,,,"['Retail, Marketing and Customer Technologies']"
282720,금양그린파워,Plant Engineering,55.73,Alternative Power,24.67,Engineering & Design Services,19.59,,,"['Solar & Wind Power', 'Energy Storage Systems', 'Hydrogen Energy', 'Construction, Plant and Heavy Industry Technologies']"
282880,코윈테크,Secondary Batteries,100,,,,,,,"['Process Automation', 'Industrial IoT', 'Battery & Energy Materials']"
284620,카이노스메드,Biotechnology,100,,,,,,,['Biopharmaceuticals']
284740,쿠쿠홈시스,Consumer Goods Rental Services,100,,,,,,,
285130,SK케미칼,Specialty Chemicals,70.23,Biotechnology,29.77,,,,,"['High-performance Polymers & Functional Films', 'Biopharmaceuticals']"
285490,노바텍,Electronic Components,100,,,,,,,['Advanced Optical & Electronic Materials']
285800,진영,Rubber & Plastic Products,100,,,,,,,['High-performance Polymers & Functional Films']
286750,나노브릭,Specialty Chemicals,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Genomics & Diagnostics', 'Cybersecurity and Authentication Technologies']"
286940,롯데이노베이트,IT Services,100,,,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'Predictive AI', 'Generative AI', 'Mobility and Smart Transportation Technologies']"
288330,브릿지바이오테라퓨틱스,Biotechnology,100,,,,,,,['Biopharmaceuticals']
288620,에스퓨얼셀,Alternative Power,100,,,,,,,['Hydrogen Energy']
288980,모아데이타,General Software,75.94,Telecom Equipment,24.06,,,,,"['Predictive AI', 'Digital Therapeutics', 'Genomics & Diagnostics']"
289010,아이스크림에듀,Education Services,100,,,,,,,"['Education and Content Technologies', 'Predictive AI', 'Generative AI']"
289080,SV인베스트먼트,Venture Capital,100,,,,,,,
289220,자이언트스텝,Entertainment,100,,,,,,,"['Generative AI', 'Real-time Analytics', 'SaaS Platforms']"
289930,웨이비스,Semiconductor Manufacturing,100,,,,,,,"['Semiconductor Materials', 'Telecommunications and IoT Technologies']"
290090,트윔,IT Services,56.15,Alternative Power,25.73,Machine Tools,18.12,,,"['Process Automation', 'AI Accelerators', 'Real-time Analytics', 'Energy Storage Systems']"
290120,DH오토리드,Auto Parts,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Battery & Energy Materials', 'Telecommunications and IoT Technologies', 'Carbon Capture and Utilization']"
290270,휴네시온,IT Services,71.43,Security Services,28.57,,,,,['Cybersecurity and Authentication Technologies']
290380,대유,Agrochemicals & Fertilizers,100,,,,,,,
290520,신도기연,Display Materials & Equipment,100,,,,,,,"['Process Automation', 'Advanced Optical & Electronic Materials']"
290550,디케이티,Electronic Components,100,,,,,,,"['Process Automation', 'Industrial IoT', 'Semiconductor Materials', 'Battery & Energy Materials']"
290560,신시웨이,IT Services,75.83,General Software,24.17,,,,,"['Cybersecurity and Authentication Technologies', 'Cloud Infrastructure']"
290650,엘앤씨바이오,Medical Equipment,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics', 'Digital Therapeutics']"
290660,네오펙트,Medical Equipment,67.25,Healthcare Services,32.75,,,,,"['Digital Therapeutics', 'Telecommunications and IoT Technologies']"
290670,대보마그네틱,Special-purpose Machinery,100,,,,,,,['Battery & Energy Materials']
290690,소룩스,Electronic Equipment & Devices,100,,,,,,,['Advanced Optical & Electronic Materials']
290720,푸드나무,Health Supplements,61.79,E-commerce,22.11,Primary Processed Foods,16.09,,,"['Retail, Marketing and Customer Technologies', 'AI and Data Technologies', 'Process Automation']"
290740,액트로,Electronic Components,100,,,,,,,"['Process Automation', 'Semiconductor Materials', 'Battery & Energy Materials']"
291230,엔피,Advertising,100,,,,,,,"['Retail, Marketing and Customer Technologies', 'Education and Content Technologies']"
291650,압타머사이언스,Healthcare Services,80.92,Biotechnology,19.08,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
291810,핀텔,Transport Infrastructure,80.4,Security Services,19.6,,,,,"['Predictive AI', 'Real-time Analytics', 'Mobility and Smart Transportation Technologies']"
293480,하나제약,Pharmaceuticals,100,,,,,,,
293490,카카오게임즈,Game Software,100,,,,,,,
293580,나우IB,Venture Capital,100,,,,,,,
293780,압타바이오,Health Supplements,50.04,Biotechnology,49.96,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
293940,신한알파리츠,REITs,100,,,,,,,
294090,이오플로우,Medical Equipment,100,,,,,,,"['Digital Therapeutics', 'Biopharmaceuticals']"
294140,레몬,Specialty Chemicals,83.92,Electronic Components,16.08,,,,,"['High-performance Polymers & Functional Films', 'Advanced Optical & Electronic Materials', 'Telecommunications and IoT Technologies']"
294570,쿠콘,Internet Services,52.85,Fintech,47.15,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'Real-time Analytics', 'Finance and Risk Analytics Technologies']"
294630,서남,Special-purpose Machinery,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Semiconductor Materials']"
294870,HDC현대산업개발,Building Construction,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
295310,에이치브이엠,Specialty Chemicals,39.43,Aerospace,37.14,Semiconductor Materials & Equipment,23.44,,,"['Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films']"
296640,이노룰스,IT Services,56.87,General Software,43.13,,,,,"['Process Automation', 'Cloud Infrastructure', 'SaaS Platforms']"
297090,씨에스베어링,Special-purpose Machinery,100,,,,,,,['Wind Power']
297570,알로이스,Electronic Equipment & Devices,100,,,,,,,
297890,HB솔루션,Display Materials & Equipment,63.14,Semiconductor Materials & Equipment,36.86,,,,,"['Process Automation', 'Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
298000,효성화학,Petrochemicals,100,,,,,,,['High-performance Polymers & Functional Films']
298020,효성티앤씨,Trading Companies,59.4,Synthetic Rubber & Plastics,40.6,,,,,['High-performance Polymers & Functional Films']
298040,효성중공업,Heavy Electrical Equipment,63.93,Building Construction,36.07,,,,,"['Energy Storage Systems', 'Construction, Plant and Heavy Industry Technologies', 'Hydrogen Energy', 'Solar & Wind Power']"
298050,HS효성첨단소재,Tires,100,,,,,,,"['High-performance Polymers & Functional Films', 'Advanced Optical & Electronic Materials']"
298060,에스씨엠생명과학,Cosmetics,100,,,,,,,['Biopharmaceuticals']
298380,에이비엘바이오,Biotechnology,100,,,,,,,['Biopharmaceuticals']
298540,더네이쳐홀딩스,Apparel & Accessories,100,,,,,,,
298690,에어부산,Airlines,100,,,,,,,
298830,슈어소프트테크,General Software,65.54,IT Services,34.46,,,,,"['Process Automation', 'Predictive AI', 'Generative AI', 'Cybersecurity and Authentication Technologies', 'Cloud Infrastructure', 'SaaS Platforms']"
299030,하나기술,Secondary Batteries,100,,,,,,,"['Battery & Energy Materials', 'Process Automation', 'Advanced Optical & Electronic Materials']"
299170,더블유에스아이,Pharmaceuticals,84.78,Medical Supplies,15.22,,,,,"['Digital Therapeutics', 'Process Automation']"
299660,셀리드,E-commerce,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
299900,위지윅스튜디오,Entertainment,100,,,,,,,['Education and Content Technologies']
300080,플리토,Internet Services,100,,,,,,,['Education and Content Technologies']
300120,라온피플,IT Services,100,,,,,,,"['Predictive AI', 'Generative AI', 'Real-time Analytics', 'AI Accelerators', 'Process Automation', 'Industrial IoT', 'Cloud Infrastructure', 'SaaS Platforms', 'Edge Computing']"
300720,한일시멘트,Building Materials,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
301300,바이브컴퍼니,General Software,64.5,Internet Services,35.5,,,,,"['Generative AI', 'Real-time Analytics', 'SaaS Platforms', 'Predictive AI', 'Recommendation Systems']"
302430,이노메트리,Secondary Batteries,72.93,Electronic Equipment & Devices,27.07,,,,,"['Process Automation', 'Predictive AI', 'Battery & Energy Materials', 'Industrial IoT']"
302440,SK바이오사이언스,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
302550,리메드,Medical Equipment,100,,,,,,,['Digital Therapeutics']
303030,지니틱스,Semiconductor Manufacturing,100,,,,,,,['Semiconductor Materials']
303360,프로티아,Medical Equipment,100,,,,,,,['Genomics & Diagnostics']
303530,이노뎁,Security Services,100,,,,,,,"['Predictive AI', 'Real-time Analytics', 'AI Accelerators', 'Telecommunications and IoT Technologies']"
303810,동국생명과학,Medical Equipment,82.05,Pharmaceuticals,17.95,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
304100,솔트룩스,IT Services,100,,,,,,,"['Generative AI', 'Predictive AI', 'Real-time Analytics', 'SaaS Platforms', 'Cloud Infrastructure']"
304360,에스바이오메딕스,Medical Equipment,100,,,,,,,['Biopharmaceuticals']
304840,피플바이오,Medical Equipment,64.86,Biotechnology,35.14,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
305090,마이크로디지탈,Medical Equipment,74.94,Biotechnology,25.06,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
306040,에스제이그룹,Apparel & Accessories,100,,,,,,,
306200,세아제강,Steel,100,,,,,,,
306620,네온테크,Special-purpose Machinery,100,,,,,,,"['Semiconductor Materials', 'Process Automation', 'Industrial IoT', 'Mobility and Smart Transportation Technologies']"
307180,아이엘사이언스,Electronic Components,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Telecommunications and IoT Technologies', 'Mobility and Smart Transportation Technologies']"
307280,원바이오젠,Medical Supplies,83.15,Cosmetics,16.85,,,,,
307750,국전약품,Pharmaceuticals,100,,,,,,,"['Biopharmaceuticals', 'Semiconductor Materials', 'Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
307870,비투엔,IT Services,100,,,,,,,"['Predictive AI', 'Real-time Analytics', 'Cloud Infrastructure', 'SaaS Platforms', 'Telecommunications and IoT Technologies']"
307930,컴퍼니케이,Venture Capital,100,,,,,,,
307950,현대오토에버,IT Services,78.34,General Software,21.66,,,,,"['Cloud Infrastructure', 'Telecommunications and IoT Technologies', 'Mobility and Smart Transportation Technologies']"
308080,바이젠셀,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
308100,형지글로벌,Apparel & Accessories,100,,,,,,,
308170,씨티알모빌리티,Auto Parts,100,,,,,,,['Mobility and Smart Transportation Technologies']
308430,셀비온,Biotechnology,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
309930,오하임앤컴퍼니,Home Furniture,81.52,E-commerce,18.48,,,,,"['Education and Content Technologies', 'Mobility and Smart Transportation Technologies']"
309960,LB인베스트먼트,Venture Capital,100,,,,,,,
310200,애니플러스,Broadcasting,100,,,,,,,['Education and Content Technologies']
310210,보로노이,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Generative AI']"
310870,디와이씨,Auto Parts,100,,,,,,,"['Process Automation', 'Advanced Optical & Electronic Materials']"
311320,지오엘리먼트,Semiconductor Materials & Equipment,72.9,Home Appliances,27.1,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
311390,네오크레마,Health Supplements,100,,,,,,,
311690,CJ 바이오사이언스,Biotechnology,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics', 'AI and Data Technologies']"
312610,에이에프더블류,Secondary Batteries,100,,,,,,,"['Battery & Energy Materials', 'Process Automation', 'Construction, Plant and Heavy Industry Technologies', 'Solar & Wind Power']"
313760,캐리,Power Equipment,100,,,,,,,"['Solar & Wind Power', 'Energy Storage Systems']"
314130,지놈앤컴퍼니,Biotechnology,71.28,Cosmetics,28.72,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics', 'Digital Therapeutics']"
314140,알피바이오,Health Supplements,57.97,Pharmaceuticals,42.03,,,,,
314930,바이오다인,Medical Equipment,100,,,,,,,['Genomics & Diagnostics']
315640,딥노이드,Machine Tools,100,,,,,,,"['Generative AI', 'Predictive AI', 'Real-time Analytics', 'Digital Therapeutics', 'Process Automation', 'Cybersecurity and Authentication Technologies']"
316140,우리금융지주,Banks,100,,,,,,,['Finance and Risk Analytics Technologies']
317120,라닉스,Semiconductor Manufacturing,100,,,,,,,"['Telecommunications and IoT Technologies', 'Cybersecurity and Authentication Technologies', 'Mobility and Smart Transportation Technologies', 'Real-time Analytics']"
317240,TS트릴리온,Cosmetics,100,,,,,,,
317330,덕산테코피아,Semiconductor Materials & Equipment,53.54,Specialty Chemicals,46.46,,,,,"['Semiconductor Materials', 'Battery & Energy Materials', 'High-performance Polymers & Functional Films']"
317400,자이에스앤디,Building Construction,82.05,Facility Management Services,17.95,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Telecommunications and IoT Technologies']"
317530,캐리소프트,Entertainment,100,,,,,,,['Education and Content Technologies']
317690,퀀타매트릭스,Medical Equipment,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
317770,엑스페릭스,Electronic Equipment & Devices,52.73,Telecom Solutions,47.27,,,,,"['Cybersecurity and Authentication Technologies', 'AI Accelerators']"
317830,에스피시스템스,Robotics & Components,54.68,IT Services,45.32,,,,,"['Process Automation', 'Industrial IoT', 'AI Accelerators', 'Battery & Energy Materials']"
317850,대모,Construction Machinery,100,,,,,,,"['Process Automation', 'Construction, Plant and Heavy Industry Technologies']"
317870,엔바이오니아,Water,77.87,Specialty Chemicals,22.13,,,,,"['Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
318000,KBG,Specialty Chemicals,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films']"
318010,팜스빌,Health Supplements,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
318020,포인트모바일,Electronic Equipment & Devices,100,,,,,,,"['Telecommunications and IoT Technologies', 'Retail, Marketing and Customer Technologies']"
318160,셀바이오휴먼텍,Cosmetics,100,,,,,,,['Advanced Materials and Chemistry']
318410,비비씨,Synthetic Rubber & Plastics,66.44,Cosmetics,33.56,,,,,
319400,현대무벡스,Special-purpose Machinery,75.09,Transport Infrastructure,24.91,,,,,"['Process Automation', 'AI Accelerators', 'Mobility and Smart Transportation Technologies']"
319660,피에스케이,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
320000,한울반도체,Electronic Equipment & Devices,100,,,,,,,"['Process Automation', 'Industrial IoT', 'Advanced Optical & Electronic Materials']"
321260,프로이천,Display Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
321370,센서뷰,Telecom Equipment,83.52,Defense,16.48,,,,,"['Telecommunications and IoT Technologies', 'Semiconductor Materials']"
321550,티움바이오,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
321820,아티스트유나이티드,Internet Services,50.27,Entertainment,49.73,,,,,"['Retail, Marketing and Customer Technologies', 'Real-time Analytics']"
322000,HD현대에너지솔루션,Alternative Power,100,,,,,,,"['Solar & Wind Power', 'Energy Storage Systems']"
322180,LS티라유텍,IT Services,77.25,Robotics & Components,22.75,,,,,"['Process Automation', 'Predictive Maintenance', 'Industrial IoT', 'Cloud Infrastructure', 'Edge Computing', 'Mobility and Smart Transportation Technologies']"
322310,오로스테크놀로지,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Process Automation', 'Industrial IoT']"
322510,제이엘케이,Medical Equipment,100,,,,,,,"['Predictive AI', 'Genomics & Diagnostics', 'Digital Therapeutics']"
322780,코퍼스코리아,Broadcasting,100,,,,,,,['Education and Content Technologies']
323230,엠에프엠코리아,Apparel & Accessories,100,,,,,,,
323280,태성,Special-purpose Machinery,100,,,,,,,"['Process Automation', 'Advanced Optical & Electronic Materials', 'Battery & Energy Materials']"
323350,다원넥스뷰,Special-purpose Machinery,100,,,,,,,"['Process Automation', 'Advanced Optical & Electronic Materials', 'Semiconductor Materials']"
323410,카카오뱅크,Banks,100,,,,,,,"['Finance and Risk Analytics Technologies', 'SaaS Platforms']"
323990,박셀바이오,Pharmaceuticals,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
326030,SK바이오팜,Biotechnology,100,,,,,,,['Biopharmaceuticals']
327260,RF머트리얼즈,Defense,73.73,Telecom Equipment,26.27,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
328130,루닛,General Software,100,,,,,,,"['Predictive AI', 'Genomics & Diagnostics', 'Digital Therapeutics']"
328380,솔트웨어,Internet Services,74.34,IT Services,25.66,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'AI and Data Technologies', 'Process Automation']"
329180,HD현대중공업,Shipbuilding,77.35,Ship Components,22.65,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Solar & Wind Power']"
330350,위더스제약,Pharmaceuticals,100,,,,,,,
330590,롯데리츠,REITs,100,,,,,,,
330730,스톤브릿지벤처스,Venture Capital,100,,,,,,,
330860,네패스아크,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
331380,포커스에이치엔에스,Security Services,100,,,,,,,"['Predictive AI', 'Cybersecurity and Authentication Technologies', 'Process Automation', 'Industrial IoT', 'Mobility and Smart Transportation Technologies', 'Telecommunications and IoT Technologies']"
331520,밸로프,Game Software,100,,,,,,,
331920,셀레믹스,Biotechnology,100,,,,,,,['Genomics & Diagnostics']
332290,누보,Agrochemicals & Fertilizers,67.89,"Agriculture, Livestock & Fisheries",16.65,Leisure Facilities,15.46,,,
332370,아이디피,Electronic Equipment & Devices,100,,,,,,,
332570,와이팜,Telecom Equipment,100,,,,,,,['Telecommunications and IoT Technologies']
333050,모코엠시스,IT Services,100,,,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'Predictive AI', 'Generative AI', 'Cybersecurity and Authentication Technologies']"
333430,일승,Ship Components,72.5,Special-purpose Machinery,27.5,,,,,"['Construction, Plant and Heavy Industry Technologies', 'High-performance Polymers & Functional Films']"
333620,엔시스,Secondary Batteries,75.74,Machine Tools,24.26,,,,,"['Process Automation', 'Battery & Energy Materials', 'Solar & Wind Power']"
334890,이지스밸류리츠,REITs,100,,,,,,,
334970,프레스티지바이오로직스,Biotechnology,100,,,,,,,['Biopharmaceuticals']
335810,프리시젼바이오,Medical Equipment,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
335870,윙스풋,Footwear,100,,,,,,,
335890,비올,Medical Equipment,100,,,,,,,
336060,웨이버스,IT Services,100,,,,,,,
336260,두산퓨얼셀,Alternative Power,100,,,,,,,['Hydrogen Energy']
336370,솔루스첨단소재,Secondary Batteries,79.13,Display Materials & Equipment,20.87,,,,,"['Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
336570,원텍,Medical Equipment,100,,,,,,,['Digital Therapeutics']
336680,탑런토탈솔루션,Display Panel Manufacturing,100,,,,,,,"['Battery & Energy Materials', 'Advanced Optical & Electronic Materials', 'Mobility and Smart Transportation Technologies']"
337930,브랜드엑스코퍼레이션,Apparel & Accessories,100,,,,,,,
338100,NH프라임리츠,REITs,100,,,,,,,
338220,뷰노,Medical Equipment,100,,,,,,,"['Predictive AI', 'Generative AI', 'Digital Therapeutics', 'SaaS Platforms']"
338840,와이바이오로직스,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
339770,교촌에프앤비,Hotels & Restaurants,100,,,,,,,
339950,아이비김영,Education Services,83.64,Job Training & Employment Services,16.36,,,,,['Education and Content Technologies']
340360,다보링크,Telecom Equipment,100,,,,,,,"['Telecommunications and IoT Technologies', 'Cloud Infrastructure']"
340440,세림B&G,Rubber & Plastic Products,100,,,,,,,['High-performance Polymers & Functional Films']
340570,티앤엘,Medical Equipment,100,,,,,,,['High-performance Polymers & Functional Films']
340810,씨유박스,IT Services,54.15,Telecom Solutions,45.85,,,,,"['Predictive AI', 'Generative AI', 'AI Accelerators', 'Cybersecurity and Authentication Technologies', 'Process Automation', 'Industrial IoT']"
340930,유일에너테크,Secondary Batteries,100,,,,,,,"['Process Automation', 'Energy Storage Systems', 'Hydrogen Energy']"
344820,KCC글라스,Ceramic Products,52.27,Specialty Retail,47.73,,,,,
344860,이노진,Advertising,53.77,Cosmetics,46.23,,,,,
347000,센코,Electronic Equipment & Devices,79.97,Special-purpose Machinery,20.03,,,,,"['Industrial IoT', 'Telecommunications and IoT Technologies']"
347700,라이프시맨틱스,Health Supplements,82.76,Healthcare Services,17.24,,,,,"['Digital Therapeutics', 'Genomics & Diagnostics']"
347740,피엔케이피부임상연구센타,Cosmetics,100,,,,,,,
347770,핌스,Display Materials & Equipment,100,,,,,,,['Advanced Optical & Electronic Materials']
347850,디앤디파마텍,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics', 'Digital Therapeutics']"
347860,알체라,IT Services,100,,,,,,,"['Predictive AI', 'Generative AI', 'Real-time Analytics', 'AI Accelerators', 'Cloud Infrastructure', 'SaaS Platforms', 'Cybersecurity and Authentication Technologies', 'Energy Storage Systems']"
347890,엠투아이,Electronic Equipment & Devices,100,,,,,,,"['Process Automation', 'Industrial IoT', 'Edge Computing', 'Cloud Infrastructure']"
348030,모비릭스,Game Software,100,,,,,,,"['Retail, Marketing and Customer Technologies']"
348080,큐라티스,Biotechnology,100,,,,,,,['Biopharmaceuticals']
348150,고바이오랩,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
348210,넥스틴,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
348340,뉴로메카,Robotics & Components,100,,,,,,,"['Process Automation', 'Industrial IoT']"
348350,위드텍,Professional Services,63.61,Specialty Chemicals,36.39,,,,,"['Process Automation', 'Industrial IoT', 'Semiconductor Materials']"
348370,엔켐,Secondary Batteries,100,,,,,,,['Battery & Energy Materials']
348950,제이알글로벌리츠,REITs,100,,,,,,,
350520,이지스레지던스리츠,REITs,100,,,,,,,
351320,에스에이티이엔지,Display Materials & Equipment,100,,,,,,,"['Process Automation', 'Predictive Maintenance', 'Industrial IoT', 'Battery & Energy Materials']"
351330,이삭엔지니어링,General-purpose Machinery,73.2,Electronic Components,26.8,,,,,"['Process Automation', 'Industrial IoT']"
351870,차이커뮤니케이션,Advertising,100,,,,,,,"['Retail, Marketing and Customer Technologies', 'Generative AI']"
352090,스톰테크,Water,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
352480,씨앤씨인터내셔널,Cosmetics,100,,,,,,,
